title,artist,winner,year,preprocessed_lyrics,language,anger_pct,anticipation_pct,disgust_pct,fear_pct,joy_pct,negative_pct,positive_pct,sadness_pct,surprise_pct,trust_pct,negative_index
"The \""In\"" Crowd (Single)",Ramsey Lewis Trio,0,1965,"translationsportuguêswouldn ’ lie lyricsmayb could chang mind mayb could thought someon els rather , oh anybodi know felt lone yeah know peopl tri get around laugh face singl crowd oh singl crowd tri hard , help understand put hope hand time , cri said '' ca n't everyth right ? '' time put fight world keep win oh yeah world keep win would n't lie said miss tonight would n't lie said miss would n't lie said miss tonight would n't lie said miss miss , miss never thought , would n't never thought would see tear fall lone time 'm feel without know n't know n't might also likeno would n't lie said miss tonight would n't lie said miss would n't lie said miss tonight would n't lie said miss would n't lie said miss tonight would n't lie said miss oh would n't lie said miss tonight would n't lie said miss miss , miss , miss miss youemb",en,0.08641975308641975,0.043209876543209874,0.08024691358024691,0.006172839506172839,0.012345679012345678,0.09259259259259259,0.012345679012345678,0.09876543209876543,0.012345679012345678,0.006172839506172839,67.76014109347443
I Want To Hold Your Hand,The Beatles,0,1964,"translationsespañolportuguêsi want hold hand lyric [ vers 1 : paul mccartney & john lennon ] oh , yeah , 'll tell someth think 'll understand 'll say someth wan na hold hand [ choru : paul mccartney & john lennon ] wan na hold hand wan na hold hand [ vers 2 : paul mccartney & john lennon ] oh , pleas , say 'll let man pleas , say 'll let hold hand [ choru : paul mccartney & john lennon ] let hold hand wan na hold hand [ post-choru : paul mccartney & john lennon ] touch feel happi insid 's feel , love ca n't hide ca n't hide ca n't hide might also like [ vers 3 : paul mccartney & john lennon ] yeah , got someth think 'll understand i'll say someth want hold hand [ choru : paul mccartney & john lennon ] wan na hold hand wan na hold hand [ post-choru : paul mccartney & john lennon ] touch feel happi insid 's feel , love ca n't hide ca n't hide ca n't hide [ vers 4 : paul mccartney & john lennon ] yeah , got someth think 'll understand i'll feel someth wan na hold hand [ choru : paul mccartney & john lennon ] wan na hold hand wan na hold hand wan na hold hand14emb",en,0.0,0.0,0.043478260869565216,0.06956521739130435,0.008695652173913044,0.08695652173913043,0.008695652173913044,0.043478260869565216,0.0,0.0,67.5776397515528
All I Wanna Do,Sheryl Crow,1,1994,"wan na lyric [ intro ] hit ai n't disco ai n't countri club either la [ vers 1 ] '' wan na littl fun die '' say man next , nowher 's apropo noth say name william 'm sure 's bill billi mac buddi 's plain ugli wonder 's ever day fun whole life drink beer noon tuesday bar face giant car wash good peopl world wash car lunch break hosin ' scrubbin ' best skirt suit drive shini datsun buick back phone compani , record store well , 're noth like billi , 'caus [ choru ] wan na fun got feelin ' 'm one wan na fun got feelin ' 'm one wan na fun sun come santa monica boulevard might also like [ vers 2 ] like good beer buzz earli mornin' billi like peel label bottl bud shred bar light everi match overs pack lettin ' one burn , thick finger blowin ' cursin ' 's watch bottl bud spin floor happi coupl enter bar danger close one anoth bartend look want ad , [ choru ] wan na fun got feelin ' 'm one wan na fun got feelin ' 'm one wan na fun sun come santa monica boulevard [ bridg ] otherwis bar day night car wash match bud clean dirti car sun moon , [ choru ] wan na fun got feelin ' 'm one wan na fun got feelin ' 'm one wan na fun got feelin ' parti begun wan na fun wo n't tell 're one wan na fun sun come santa monica boulevard sun come santa monica boulevard4emb",en,0.0036900369003690036,0.08856088560885608,0.0,0.06642066420664207,0.08487084870848709,0.05904059040590406,0.09225092250922509,0.055350553505535055,0.02952029520295203,0.033210332103321034,64.88139167105959
Killing Me Softly With His Song,Roberta Flack,1,1973,"kill softli song lyric [ choru : lauryn hill ] strum pain finger sing life word kill softli song kill softli song tell whole life word kill softli song [ ad-lib : wyclef jean & lauryn hill ] ( ah ! ) yooo ! ( yeah ! yeah ! ) wyclef , refuge camp ( l-boogi ) pra'zrel , ( pra'zrel ! ha ! ha ! ) lil ' base sit base ( refuge ) 'm ... got girl l ( ah , ah ) one time ( one time ) , one time , ( one time ) ayo , l , know got lyric [ vers 1 : lauryn hill ] heard sang good song heard style came see listen young boy , stranger eye [ choru : lauryn hill & wyclef jean ] strum pain finger ( one time , one time ) sing life word ( two time , two time ) kill softli song kill softli song tell whole life word kill softli song might also like [ vers 2 : lauryn hill ] felt flush fever embarrass crowd felt found letter read one loud pray would finish kept right [ choru : lauryn hill & wyclef jean ] strum pain finger ( one time , one time ) sing life word ( two time , two time ) kill softli song kill softli song tell whole life word kill softli song [ interlud : wyclef jean ] yo , l-boog , take bridg [ bridg : lauryn hill ] woah woah-oah-ah-ah-ah uh , uh la-la-la , la , la , la woah , la woah , la ( ha , ha , ha , ha ) laaaa [ choru : lauryn hill ] strum pain finger ( ye , sing ) ye sing life word kill softli song kill softli song tell whole life word kill softli song strum pain , yeah ( strum pain ) [ outro : wyclef jean & lauryn hill ] yo , put hand togeth l-boogi refuge camp ( yeah , yeah ) ( sing life ) , know , l-boogi wyclef , pra'zrel , said l-boogi wyclef man lil ' base ( pra'zrel ) jerri one time ( rock , got warren ) we— ( warren , , outsid ) refuge camp , refuge camp ( got fallon , mulaney , mulaney 's , got val ' ) [ skit ] everybodi got break point , kid , 'll rat famili nigga 'll rat 's got ta prepar take whoever need ( man , motherfuck , told gon na get next ) 70emb",en,0.0,0.052873563218390804,0.006896551724137931,0.05517241379310345,0.022988505747126436,0.05517241379310345,0.04597701149425287,0.059770114942528735,0.009195402298850575,0.04597701149425287,61.85878489326766
It's Too Late,Carole King,1,1971,"’ late lyric [ vers 1 ] stay bed morn pass time 's someth wrong , deni one us chang mayb stop tri [ choru ] 's late , babi , 's late though realli tri make someth insid die ca n't hide ca n't fake oh ( , ) [ vers 2 ] use easi live light breezi knew look unhappi feel like fool [ choru ] 's late , babi , 's late though realli tri make ( ca n't make ) someth insid die ca n't hide ca n't fake oh , , { instrument } ( , dah ) might also like [ vers 3 ] 'll good time ca n't stay togeth , n't feel , ? still , 'm glad love [ choru ] 's late , babi , 's late though realli tri make ( ca n't make ) someth insid die ca n't hide ca n't fake oh , [ outro ] 's late , babi 's late , darlin' 's late4emb",en,0.0,0.029411764705882353,0.0058823529411764705,0.03529411764705882,0.01764705882352941,0.1,0.01764705882352941,0.07058823529411765,0.0058823529411764705,0.0058823529411764705,61.71428571428572
A Boy Named Sue,Johnny Cash,0,1969,"boy name sue lyric [ intro ] '' want , n't mind , carl , 'd like stay help us song , play guitar . '' `` 'd love ! '' `` one greatest guitar player well songwrit singer busi . appreci littl help guitar , right ? '' [ vers 1 ] well , daddi left home three n't leav much old guitar empti bottl booz , n't blame 'caus run hid meanest thing ever left , went name `` sue '' [ vers 2 ] well , must 've thought quit joke got lot laugh lot folk seem fight whole life gal would giggl 'd get red guy 'd laugh 'd bust head tell ya , life ai n't easi boy name `` sue '' [ vers 3 ] well , grew quick grew mean fist got hard wit got keen roam town town hide shame made vow moon star 'd search honky-tonk bar kill man gave aw name might also like [ vers 4 ] well , gatlinburg mid-juli hit town throat dri thought 'd stop brew old saloon street mud tabl , deal stud sat dirti , mangi dog name `` sue '' [ vers 5 ] well , knew snake sweet dad worn-out pictur mother 'd knew scar cheek evil eye big bent gray old look blood ran cold said , `` name sue ! ? 're go die ! '' yeah , 's told ! [ vers 6 ] well , hit hard right eye went , surpris come knife cut piec ear bust chair right across teeth crash wall street kick a-goug mud blood beer [ vers 7 ] tell , 've fought tougher men realli ca n't rememb kick like mule bit like crocodil heard laugh heard cuss went gun pull mine first stood lookin ' saw smile [ vers 8 ] said , `` son , world rough man 's gon na make , 's got ta tough knew would n't help along give name said goodby knew 'd get tough die 's name help make strong '' yeah [ vers 9 ] said , `` fought one hell fight know hate , got right kill , would n't blame ought thank , die gravel gut spit eye 'm son-of-a-bitch name sue '' [ vers 10 ] got choke threw gun call pa , call son came away differ point view think , everi time tri everi time win ever son , think 'm gon na name bill georg ! anyth sue ! still hate name ! 10emb",en,0.0585480093676815,0.02107728337236534,0.03278688524590164,0.04215456674473068,0.02576112412177986,0.10070257611241218,0.03278688524590164,0.05620608899297424,0.01639344262295082,0.01639344262295082,60.742723318835736
This Masquerade,George Benson,1,1976,"masquerad lyric [ ​intro ] ​ realli happi lone game play ? look word say search find understand anywher 're lost masquerad afraid say 're far away close togeth start tri talk word got way 're lost insid lone game play thought leav disappear everi time see eye matter hard tri understand reason carri way 're lost masquerad [ ​​bridg ] ​​ afraid say 're far away close togeth start tri talk word got way 're lost insid lone game play thought leav disappear everi time see eye matter hard tri understand reason carri way 're lost masquerad wohoho , masquerad might also like [ ​​outro ] 3emb",en,0.0,0.05555555555555555,0.0,0.037037037037037035,0.0,0.06481481481481481,0.06481481481481481,0.07407407407407407,0.0,0.027777777777777776,60.264550264550266
Wives And Lovers (Single),Jack Jones,0,1963,"legend popular tale basqu peopl - chant crucifi lyricskurucificatuaren canta . 1 ( chant crucifi . ) ballad . wood odolaga 2 sombr abyss guesalza issu dismal sound , kuruceta 3 veil face thick fog , '' ye weep , maiden izaspi ? 4 pluck beard , ye ancient errazil ? mean tear eye , disord hair ? '' p. 216 one repli stranger : sorrow word dumb like death . maiden wipe away tear ; ancient majest enwrap mantl around , sit , deepli move silent , upon broken-down trunk oak . yet though sorrow may immens deep , euscara must manifest weak eye stranger . other belong loud plaint cri wrung feebl spirit . tree groan break ; strong rock cleft without hurt ; euscara like rock -- die ; without death abl wrench singl sigh . dens fog cover kuruceta issu bosom sylvan harmoni cri triumph basqu mountain stir base , , shake granit front , fling wind diadem cloud . full moon may ; queen night show sanguinari face toward otsondo , 5 red p. 217 beam illumin mysteri height . sylvan melodi follow , cri triumph becom louder . torrent stop cours ; wind forest becom hush , timidli retir take shelter amid leafi branch . mysteri sacrific celebr basqu mountain ? oh ! shadowi outlin rise horizon ! long line lanc ! nude bodi pend uprais cross ; brow crucifi proudli lift ; look haughti , lip curl contempt . cri triumph utter terrifi roman ; lip crucifi cri thu : '' salv ! moon may , light feast live ! spread thi beam encircl brow brilliant crown triumph martyrdom ! '' `` roman desir see face contort agoni ; proper coward , coward . cross throne glori ! `` weep like children yield spirit sing song death , hymn victori ! `` augustu octaviu great , say ; truth great like -- pusillanim treacheri . `` salv ! may moon , shine fresh valley , rug mountain , shadi wood land ! `` relat son , wive , lover , p. 218 countri , deed euscara cowardic roman gaze us . `` tell fling face son tiber blood gush wound . tell soul fli heaven , heart still continu throb countri ! `` satellit tyrant ! land slave ! despis ye like bear despis fox ; face , pale terror , hurl contempt ! `` salv ! thou moon may , look us well : smile pain ; counten grow pale . love liberti countri still fill heart ! `` tell belov father dear brother seen ; cri triumph resound kuruceta respond cri extermin vengeanc throughout basqu mountain . `` may moon ! light may ! kiss brow children mother , carri spous , receiv altar , last throb heart ! `` oh , may moon ! repeat us last motto spirit , viva la patria ! hatr contempt idolatr rome ! '' clamour repli anoth , great echo -- terribl -- cri fill depth forest fill immens space . basqu mountain remain silent ; wood odolaga becom p. 219 sombr , mouth guesalza 1 issu still dismal sound , kuruceta veil face dens fog . beam may moon descend valley , consol cold light maiden izaspi ancient errazil.emb",en,0.029304029304029304,0.045787545787545784,0.02564102564102564,0.05311355311355311,0.038461538461538464,0.0695970695970696,0.08424908424908426,0.04945054945054945,0.018315018315018316,0.040293040293040296,59.06855049712192
Change The World,Eric Clapton,1,1996,"translationstürkçeespañolpolskiitalianofrançaisnederlands中文portuguêslegend lyric [ intro ] usual n't speak shit like , ai n't nobodi els say shit daytrip took ten ( hey ) [ choru ] usual answer question , time 'm gon ' quiet ( time ) ai n't noth like feel uncertainti , eeri silenc time , unexpect last time , drug lace legend fall make , yeah , sorri truth , uh dy young , uh , demon youth [ vers 1 ] 's 27 club ? ai n't make past 21 go paranoia , alway got ta keep gun damn , 's world live yeah , hold , hear tell i'ma legend , n't want titl 'caus legend seem die , fuck 'bout ? 'm tryna make , 'm tryna chang world 'm tryna take , 'm tryna take girl importantli , 'm tryna chang world mayb flex diamond pearl , yeah [ choru ] usual answer question , time 'm gon ' quiet ( time ) ai n't noth like feel uncertainti , eeri silenc time , unexpect last time , drug lace legend fall make , yeah , sorri truth , uh dy young , uh , demon youth might also like [ vers 2 ] mind foggi , 'm confus keep lose legend cruel cold world , come ? end world , come soon ? [ interlud ] , ooh , ooh , oh hit 's [ choru ] usual answer question , time 'm gon ' quiet ( time ) ai n't noth like feel uncertainti , eeri silenc time , unexpect last time , drug lace legend fall make , yeah , sorri truth , uh dy young , uh , demon youth [ outro ] daytrip took ten ( hey ) 257emb",en,0.05821917808219178,0.06164383561643835,0.030821917808219176,0.04794520547945205,0.023972602739726026,0.0684931506849315,0.07876712328767123,0.05136986301369863,0.023972602739726026,0.03424657534246575,57.88649706457926
What Goes Around…Comes Around,Justin Timberlake,0,2007,"translationstürkçeespañolрусскийportuguêsفارسیitalianodeutschfrançaisnederlands中文godzilla lyric [ intro ] ugh , 're monster [ vers 1 : eminem ] swallow bottl alcohol 'll feel like godzilla better hit deck like card dealer whole squad 's , walk around parti cross zombi apocalyps b-bobbi `` brain '' heenan probabl reason wrestl mania shadi 's bitch , 'm poss 'd consid cross costli mistak sleepin ' , hoe better get insomnia adhd , hydroxycut pass courvoisi ( hey , hey ) aa ak , mele , finna set like playdat better vacat , retreat like vacay , mayday ( ayi ) beat cray-cray , ray j , h-a-h-a-h-a laugh way bank , spray flame tame placat [ choru : juic wrld eminem ] monster get way , i'ma feed monster ( yeah ) 'm normal day , night , turn monster ( yeah ) moon shine like ice road trucker look like villain outta blockbust godzilla , fire spitter , monster blood danc floor , loui v carpet fire , godzilla , fire , monster blood danc floor , loui v carpet might also like [ vers 2 : eminem ] 'm product slick rick onyx , told 'em lick ball 'em appal , mani thing piss 'em 's imposs list 'em midst 'm mental hospit crystal ball tryna see , still like tomorrow ? risperd , voic whisper fist ball back wall , pencil drawn song go ballist pull pistol guy missil launcher 'm loch ness , mytholog quick tell bitch screw like fifth vodka twist top bottl , 'm [ choru : juic wrld eminem ] monster get way , i'ma feed monster ( yeah ) 'm normal day , night , turn monster ( yeah ) moon shine like ice road trucker look like villain outta blockbust godzilla , fire spitter , monster blood danc floor , loui v carpet fire , godzilla , fire , monster blood danc floor , loui v carpet [ vers 3 : eminem ] never gave damn ( ayi ) , rais hand 'caus 'm set trip , vacat plan 'm point like index , ever get motherfuckin ' finger ( finger ) , prostat exam ( 'xam ) fan perspir ? like liar 's pant , 'm fire got plan retir 'm still man admir chick spazzin ' , get handsom flyer got 'em passin ' like hand someon flyer goe around come around like blade chainsaw 'caus caught flack , dollar stack right bat like basebal like kid ink , bitch , got rack much eas call diddi 'caus make band call get chees cakewalk ( cheesecak , yeah ) bitch , 'm player , 'm motherfuckin ' stingi cher wo n't even lend ear , ai n't even pretend care tell bitch 'll marri 'll buri face genit area , origin richard ramirez cristhian rivera , 'caus lyric never sit well wan na give chair like parapleg , 's scari , call hari kari 'caus e'ri tom dick harri carri merriam motherfuckin ' dictionari 'em swear spit , shit 's hilari 's time put bitch obituari column would n't see eye eye stare problem get shaft like steer column ( monster ) trigger happi , pack heat , 's black ink evil half bad meet evil , mean take back seat take back fat beat maxi singl look rap sheet , attract peopl 'gangsta bitch ' like apach catchi jingl stack chip , bare got half-eaten cheeto fill 'em venom elimin 'em word , minut maid 'em n't wan na hurt 'em , , 'm fit rage 'm murderin ' , nobodi evad 'm finna kill 'em dump fuckin ' bodi lake obliter everyth , inciner renegad 'm make anybodi want pen afraid n't nobodi want , 're gon na get anyway 'caus 'm beginnin ' feel like 'm mental ill 'm attila , kill kill , 'm killer bee , vanilla gorilla 're bringin ' killer within outta n't wan na enemi demon enter receivin ' end , stupid 'd everi bit 's epitom spitter 'm vicin , motherfuck , better duck finna dead minut run hundr percent fifth percent 'm 'bout fuckin ' finish , bitch , 'm unfad wan na battl , 'm avail , 'm blowin ' like inflat 'm undebat , 'm unavoid , 'm unevad 'm toilet bowl , got trailer full money 'm paid full 'm afraid pull a— [ outro : eminem ] man , stop look 'm plannin ' , haha1.2kemb",en,0.03753351206434316,0.00804289544235925,0.03485254691689008,0.06568364611260054,0.002680965147453083,0.08310991957104558,0.01742627345844504,0.02546916890080429,0.004021447721179625,0.00804289544235925,55.73343546533896
Rhinestone Cowboy (Single),Glen Campbell,0,1975,"final fall lyric [ vers 1 ] use soldier singl life use think 'd last man stand '79 use say love masquerad use lie awak night think , 'd ever know [ hook ] day came life start believ possibl 's feel unstopp ca n't control [ choru ] could 'm final fall 'm start think 's true could 'm final fall fall oh , 'm fall [ vers 2 ] use envi marri friend use get girl phone number 'd never call use say love never tie 'd rider dyin ' rhineston cowboy back wall might also like [ hook ] day came life start believ possibl 's feel unstopp ca n't control [ choru ] could 'm final fall 'm start think 's true could 'm final fall fall oh , 'm fall [ bridg ] never knew would find old jade heart mine someon sweet fine could lifetim [ choru ] could 'm final fall 'm start think true could 've final fall fall could 'm final fall lord know 'm overdu 'm fall oh , 'm fall youemb",en,0.01098901098901099,0.03296703296703297,0.01098901098901099,0.0,0.038461538461538464,0.09340659340659341,0.054945054945054944,0.09340659340659341,0.005494505494505495,0.03296703296703297,55.510204081632665
Love The Way You Lie,Eminem Featuring Rihanna,0,2010,"translationstürkçeespañolportuguêsελληνικάenglishالعربيةlov way lie lyric [ choru : rihanna ] gon na stand watch burn ? well , 's right like way hurt gon na stand hear cri ? well , 's right love way lie love way lie [ vers 1 : eminem ] ca n't tell realli , tell feel like right , 's steel knife windpip ca n't breath , still fight fight long wrong feel right , 's like 'm flight high love , drunk hate 's like 'm huffin ' paint love , suffer , suffoc right 'm drown , resuscit fuckin ' hate , love — `` wait ! go ? '' — `` 'm leav ! '' — `` , ai n't ! come back ! '' — 're runnin ' right back , go 's insan , 'caus 's goin ' good , 's goin ' great 'm superman wind back , 's loi lane 's bad , 's aw , feel asham snap , `` 's dude ? `` , n't even know name laid hand , 'll never stoop low guess n't know strength [ choru : rihanna ] gon na stand watch burn ? well , 's right like way hurt gon na stand hear cri ? well , 's right love way lie love way lie love way lie might also like [ vers 2 : eminem ] ever love somebodi much bare breath 're 'em ? meet , neither one even know hit 'em got warm fuzzi feelin ' , yeah , chill , use get 'em 're gettin ' fuckin ' sick lookin ' 'em ? swore 'd never hit 'em , never nothin ' hurt 'em 're 's face spewin ' venom word spit 'em push , pull 's hair , scratch , claw , bit 'em throw 'em , pin 'em lost moment 're 'em 's rage took , control say 're best go separ way guess n't know ya 'caus today , yesterday , yesterday 's differ day , sound like broken record playin ' promis , next time 'll show restraint n't get anoth chanc , life nintendo game lie get watch leav window guess 's call window pane [ choru : rihanna ] gon na stand watch burn ? well , 's right like way hurt gon na stand hear cri ? well , 's right love way lie love way lie love way lie [ vers 3 : eminem ] , know said thing , thing n't mean fall back pattern , routin temper 's bad mine , 're come love 're blind , babi , pleas come back , n't , babi , mayb relationship n't crazi seem mayb 's happen tornado meet volcano know love much walk away though come insid , pick bag sidewalk n't hear sincer voic talk ? told fault , look eyebal next time 'm piss , 'll aim fist drywal next time ? wo n't next time ! apolog , even though know 's lie 'm tire game , want back , know 'm liar ever tri fuckin ' leav , i'ma tie bed set hous fire , gon na — [ choru : rihanna & eminem ] gon na stand watch burn ? well , 's right like way hurt gon na stand hear cri ? well , 's right love way lie love way lie love way lie303emb",en,0.05830388692579505,0.022968197879858657,0.04240282685512368,0.04063604240282685,0.03356890459363958,0.07773851590106007,0.044169611307420496,0.04946996466431095,0.0088339222614841,0.0088339222614841,55.436648157496215
Fuck You,Cee Lo Green,0,2010,"fuck lyric [ intro : girl answer machin ] hi , babi know 're lot pressur work understand idea much understand also n't idea much love love much think feel arm miss ... miss terribl 've alway want someon like life love much 'd anyth 'd anyth 'll perfect woman [ vers 1 : dr. dre ] wan na fuck bad bitch night never bitch 'm ass , bitch mad boyfriend , ai n't 'cha ? you's bad girl , got ta spank ya got ta thank ya head clinic explicit , hella photogen tell friend dick 's get hit wo n't get back soulmat kiss 'em , use colgat swallow , yeah , bitch took whole eight ran , let mel-man hit hittman hit ; damn , bitch man , 'm talkin ' 'bout chicken head , chicken fed , dick mouth nigga like never took place ( airtouch ) next time need tast might also like [ choru : devin dude ] wan na fuck touchin ' rubbin ' , girl 've got husband love n't need mine wan na fuck ca n't kissin ' huggin ' , girl 've got husband love need give qualiti time [ vers 2 : devin dude ] got number , 's make call know come quick , help redecor wall cut backyard , ’ act hard get cock 'm go far , take wipe put back , keep go tryin ' hide husband , know knowin' pussi 's tamper show new trick make smoke cancer stick ? workin ' like dancer , bitch ; 's hard give time want give head , keep breakfast bed 'd rather spend morn diggin ' record instead tonight , guess 'd aight touch base hook somewher exchang fuck face know man 's look ya , 's alway tri run ya n't worri 'bout handcuffin ' , girl , 'caus wan na [ vers 3 : snoop dogg ] fuck witchu sneak tip , creep shit whatcha gon ' , freak bitch ? act like n't dick 's kinda bitch hate fuckin ' babi virgin , 's said gave hennessi , gave head fuck floor would n't mess bed lil ' ½ dead put dick head take bitch home give bone give number cellular phone 's blowin ' pager , shit 's gettin ' major favor favor , dick gave somethin ' go bitch know stuff dick mouth 'm ( see ya ! ) 24/7 , dre , snoop devin servin ' hoe never lovin ' hoe , biatch [ choru : devin dude ] wan na fuck touchin ' rubbin ' , girl 've got husband love n't need mine wan na fuck ca n't kissin ' huggin ' , girl 've got husband love need give qualiti time29emb",en,0.07112068965517242,0.01293103448275862,0.0625,0.05603448275862069,0.021551724137931036,0.09267241379310345,0.028017241379310345,0.02586206896551724,0.01293103448275862,0.010775862068965518,54.85221674876848
Vision Of Love (Single),Mariah Carey,0,1990,"love take time ( live tatou club , 1990 ) lyric [ intro ] oh-oh , ohh ooh-ooh-ooh ahh , yeah [ vers 1 ] let slip away could n't see treat wrong wander around feel cold tri believ 're gone [ choru ] love take time heal 're hurt much could n't see blind let go ca n't escap pain insid 'caus ove take time n't want n't want alon [ vers 2 ] lose mind hollow heart suddenli 'm incomplet lord 'm need tell stop rain tear fall endlessli might also like [ choru ] love take time heal 're hurt much could n't see blind let go ca n't escap pain insid 'caus love take time n't want n't want alon [ bridg ] might say 's might say n't care might say n't miss n't need know feel insid ( know feel insid ) [ choru ] love take time heal 're hurt much ( hurt much ) could n't see blind ( blind ) let go ca n't escap pain insid love take time n't want n't want alon [ spoken outro ] thank ... ahh ... next song , uh , first singl 's call `` vision love '' 'm thank success brought 'd like thank compani everyon . ... emb",en,0.027649769585253458,0.04608294930875576,0.013824884792626729,0.041474654377880185,0.055299539170506916,0.08755760368663594,0.06451612903225806,0.05069124423963134,0.013824884792626729,0.02304147465437788,54.61487820934826
Lose Yourself,Eminem,0,2003,"translationstürkçesvenskaespañolportuguêsitalianoहिन्दीdeutschfrançaisazərbaycanca / آذربايجانрусскийlose lyric [ intro ] look , one shot one opportun seiz everyth ever want one moment would captur , let slip ? yo [ vers 1 ] palm sweati , knee weak , arm heavi 's vomit sweater alreadi , mom 's spaghetti 's nervou , surfac look calm readi drop bomb , keep forget wrote , whole crowd goe loud open mouth , word wo n't come 's choke , ? everybodi 's joke clock 's run , time 's , , blaow snap back realiti , ope goe graviti , ope goe rabbit , choke , 's mad give easi , , wo n't , know whole back 's rope , n't matter , 's dope know 's broke , 's stagnant , know goe back mobil home , 's back lab , yo , old rhapsodi better go captur moment hope n't pass , [ choru ] better lose music moment , , better never let go ( go ) get one shot , miss chanc blow opportun come lifetim , yo better lose music moment , , better never let go ( go ) get one shot , miss chanc blow opportun come lifetim , yo better… might also like [ vers 2 ] soul 's escap hole gape world mine take , make king move toward new world order normal life bore ; superstardom' close post-mortem , grow harder homi grow hotter , blow , 's hoe , coast-to-coast show 's known globetrott , lone road god know , 's grown farther home , 's father goe home bare know daughter hold nose , 'caus goe cold water hoe n't want , 's cold product move next schmoe flow nose-dov sold nada , soap opera told , unfold , suppos 's old , partner beat goe , da-da-dom , da-dom , dah-dah , dah-dah [ choru ] better lose music moment , , better never let go ( go ) get one shot , miss chanc blow opportun come lifetim , yo better lose music moment , , better never let go ( go ) get one shot , miss chanc blow opportun come lifetim , yo better… [ vers 3 ] game , i'ma chang call rage tear motherfuckin ' roof like two dog cage playin ' begin , mood chang 've chew spit boo stage kept rhymin ' step right next cypher best believ somebodi 's payin ' pie piper pain insid amplifi fact ca n't get nine-to- five ca n't provid right type life famili 'caus man , goddamn food stamp n't buy diaper 's movi , 's mekhi phifer , life time hard , 's gettin ' even harder tryna feed water seed , plu teeter-tott caught bein ' father prima donna babi mama drama , screamin ' , much wan na stay one spot , anoth day monotony' gotten point 'm like snail , 've got formul plot end jail shot success motherfuckin ' option , failur 's mom , love , trailer 's got go ; grow old salem 's lot go , 's shot , feet , fail may opportun got [ choru ] better lose music moment , , better never let go ( go ) get one shot , miss chanc blow opportun come lifetim , yo better lose music moment , , better never let go ( go ) get one shot , miss chanc blow opportun come lifetim , yo better… [ outro ] anyth set mind , man1.5kemb",en,0.0391156462585034,0.01870748299319728,0.022108843537414966,0.0391156462585034,0.027210884353741496,0.05952380952380952,0.0391156462585034,0.05612244897959184,0.03571428571428571,0.02040816326530612,54.1885325558795
